86,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5800 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",102,0,75kk,,,Demon
87,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5950 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",104,0,100kk,,,Demon
88,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6100 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",106,0,100kk,,,Demon
89,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6300 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",108,0,100kk,,,Demon
90,Slash,warrior_demon_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6500 power, Decrease P/M.Atk of Enemy with 12%, Cannot be blocked, Can double;",110,0,100kk,,,Demon
,,,,,,,,,,,,,,,,,,,--------------------------- Slash----------------------------
76,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4500 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",80,6.5kk,1kk,,,Elf
77,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4600 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",82,11kk,1kk,,,Elf
78,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4700 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",84,16kk,1kk,,,Elf
79,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4800 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",86,80kk,1kk,,,Elf
80,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +4900 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",88,0,5kk,,,Elf
81,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5050 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",90,0,7.5kk,,,Elf
82,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5200 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",92,0,10kk,,,Elf
83,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5350 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",95,0,15kk,,,Elf
84,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5500 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",98,0,30kk,,,Elf
85,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5650 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",100,0,50kk,,,Elf
86,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5800 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",102,0,75kk,,,Elf
87,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +5950 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",104,0,100kk,,,Elf
88,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6100 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",106,0,100kk,,,Elf
89,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6300 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",108,0,100kk,,,Elf
90,Slash,warrior_elf_slash,Physical/Debuf,sword/2,,40,0,target/single,1,3,15,"Deals Physical damage with +6500 power, Decrease Attack/Cast/Move Speed of Enemy with 23%, Cannot be blocked, Can double;",110,0,100kk,,,Elf
,,,,,,,,,,,,,,,,,,,============================================= HUMAN =================================
,,,,,,,,,,,,,,,,,,,---------------------------Focus----------------------------
78,Focus Force,warrior_focus_ranged,Physical/Active,sword/2,,600,0,target/single,1,0.5,0,"Deals Physical damage with +1200 power and gather 'Focus' up to 10, Cost 50 HP and 5 MP",5,16kk,1kk,,,Human
78,Focus Limit,warrior_focus_max,Physical/Active,sword/2,,0,0,self/single,1,90,0,"Immediately set 'Focus' to Max, Cost 80 HP and 20 MP",20,16kk,1kk,,,Human
,,,,,,,,,,,,,,,,,,,---------------------------Focused Blast----------------------------
76,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +10400 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",80,6.5kk,1kk,,,Human
78,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +11200 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",84,16kk,1kk,,,Human
80,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +12000 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",88,0,5kk,,,Human
82,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +12800 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",92,0,10kk,,,Human
84,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +13600 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",98,0,30kk,,,Human
86,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +14400 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",102,0,75kk,,,Human
88,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +15200 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",106,0,100kk,,,Human
90,Focused Blast,warrior_focused_blast,Physical/Active,sword/2,,600,0,target/single,2,3,0,"Deals Physical damage with +16000 power, Cannot be blocked, Can double, Consume 'Focus' to increase power with 10% (Max 2);",110,0,100kk,,,Human
,,,,,,,,,,,,,,,,,,,---------------------------Focused Double Slash----------------------------
76,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +5200 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",90,6.5kk,1kk,,,Human
77,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +5400 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",92,11kk,1kk,,,Human
78,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +5600 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",94,16kk,1kk,,,Human
79,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +5800 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",96,80kk,1kk,,,Human
80,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +6000 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",98,0,5kk,,,Human
81,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +6200 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",100,0,7.5kk,,,Human
82,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +6400 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",102,0,10kk,,,Human
83,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +6600 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",105,0,15kk,,,Human
84,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +6800 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",108,0,30kk,,,Human
85,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +7000 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",110,0,50kk,,,Human
86,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +7200 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",112,0,75kk,,,Human
87,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +7400 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",114,0,100kk,,,Human
88,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +7600 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",116,0,100kk,,,Human
89,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +7800 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",118,0,100kk,,,Human
90,Focused Double Slash,warrior_double_slash,Physical/Active,sword/2,,40,0,target/single,1.5,3,0,"Deals Physical damage with +8000 power twice, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 3);",120,0,100kk,,,Human
,,,,,,,,,,,,,,,,,,,---------------------------Focused Tripple Slash----------------------------
76,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +5200 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",100,6.5kk,1kk,,,Human
77,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +5400 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",102,11kk,1kk,,,Human
78,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +5600 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",104,16kk,1kk,,,Human
79,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +5800 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",106,80kk,1kk,,,Human
80,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +6000 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",108,0,5kk,,,Human
81,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +6200 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",110,0,7.5kk,,,Human
82,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +6400 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",112,0,10kk,,,Human
83,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +6600 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",115,0,15kk,,,Human
84,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +6800 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",118,0,30kk,,,Human
85,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +7000 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",120,0,50kk,,,Human
86,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +7200 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",122,0,75kk,,,Human
87,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +7400 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",124,0,100kk,,,Human
88,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +7600 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",126,0,100kk,,,Human
89,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +7800 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",128,0,100kk,,,Human
90,Focused Tripple Slash,warrior_tripple_slash,Physical/Active,sword/2,,40,0,target/single,2,5,0,"Deals Physical damage with +8000 power three times, Cannot be blocked, Can double, Consume 'Focus' to increase power with 15% (Max 4);",130,0,100kk,,,Human
