LEARN @ LVL,NAME,SKILL_ID,TYPE,WEAPON,RANGE,AOE,TARGET,CAST s,CD s,DURRATION s,DESCR,MP,SP COST,REPLACES,Comment
,,,,,,,,,,,,,,,----------------------------Armor Mastery----------------------------
25,Party Heal,party_heal,Magic/Heal,,0,1000,party/aoe,7,6,0,heal party with power 156,76,6400,[]
30,Party Heal,party_heal,Magic/Heal,,0,1000,party/aoe,7,6,0,heal party with power 196,94,12800,[]
35,Party Heal,party_heal,Magic/Heal,,0,1000,party/aoe,7,6,0,heal party with power 241,96,25000,[]
,,,,,,,,,,,,,,,----------------------------Antidote----------------------------
20,Antidote,antidote,Magic/Heal,,600,0,party/single,0.8,3,0,"Cures poison, venom and bleed of rank 1 or lower from an ally (or self).",16,3200,[]
35,Antidote,antidote,Magic/Heal,,600,0,party/single,0.8,3,0,"Cures poison, venom and bleed of rank 2 or lower from an ally (or self).",20,25000,[]
,,,,,,,,,,,,,,,----------------------------Resurrection----------------------------
20,Resurrection,resurrection,Magic/Heal,,600,0,target/single,10,10,0,Revive at 30% HP/MP. Does not give back any lost exp.,60,1700,[]
30,Resurrection,resurrection,Magic/Heal,,600,0,target/single,10,10,0,Revive at 30% HP/MP; restore 20% of lost exp.,90,12800,[]
,,,,,,,,,,,,,,,----------------------------Might----------------------------
20,Might,cast_atk_phys,Magic/Buff,,600,0,party/single,1,1,1200,+12% P.Atk.,20,1700,[]
,,,,,,,,,,,,,,,----------------------------Swift----------------------------
20,Swift,cast_spd_move,Magic/Buff,,600,0,party/single,1,1,1200,+20 Move Speed.,20,1700,[]
30,Swift,cast_spd_move,Magic/Buff,,600,0,party/single,1,1,1200,+33 Move Speed.,33,6400,[]
,,,,,,,,,,,,,,,----------------------------Alacrity----------------------------
20,Alacrity,cast_spd_cast,Magic/Buff,,600,0,party/single,1,1,1200,+15% Cast Speed.,20,1700,[]
35,Alacrity,cast_spd_cast,Magic/Buff,,600,0,party/single,1,1,1200,+23% Cast Speed.,40,12800,[]
,,,,,,,,,,,,,,,----------------------------Resolve----------------------------
20,Resolve,cast_interrupt,Magic/Buff,,600,0,party/single,1,1,1200,+18% interrupt resistance.,20,1700,[]
25,Resolve,cast_interrupt,Magic/Buff,,600,0,party/single,1,1,1200,+25% interrupt resistance.,26,3200,[]
,,,,,,,,,,,,,,,----------------------------Bulwark----------------------------
25,Bulwark,cast_def_phys,Magic/Buff,,600,0,party/single,1,1,1200,+12% P.Def.,26,3200,[]
,,,,,,,,,,,,,,,----------------------------Clarity----------------------------
25,Clarity,cast_cc_res_mag,Magic/Buff,,600,0,party/single,1,1,1200,20% resist to SPT debuffs,26,3200,[]
,,,,,,,,,,,,,,,----------------------------Force----------------------------
25,Force,cast_atk_mag,Magic/Buff,,600,0,party/single,1,1,1200,+25% M.Atk.,26,3200,[]
,,,,,,,,,,,,,,,----------------------------Focus----------------------------
25,Focus,cast_crit_rate,Magic/Buff,,600,0,party/single,1,1,1200,+20% critical rate.,26,3200,[]
,,,,,,,,,,,,,,,----------------------------Restore Mana----------------------------
30,Restore Mana,restore_mana,Magic/Heal,,600,0,party/single,2,2,0,Transfers 52 MP to an ally (costs 52). Not on yourself or another mana-restorer.,52,12800,[]
35,Restore Mana,restore_mana,Magic/Heal,,600,0,party/single,2,2,0,Transfers 60 MP to an ally (costs 60). Not on yourself or another mana-restorer.,60,25000,[]
,,,,,,,,,,,,,,,----------------------------Vampirism----------------------------
30,Vampirism,cast_vamp,Magic/Buff,,600,0,party/single,1,1,1200,+6% melee vampirism.,33,6400,[]
,,,,,,,,,,,,,,,----------------------------Agility----------------------------
30,Agility,cast_spd_eva,Magic/Buff,,600,0,party/single,1,1,1200,+2 Evasion.,33,6400,[]
,,,,,,,,,,,,,,,----------------------------Aim----------------------------
30,Aim,cast_accuracy,Magic/Buff,,600,0,party/single,1,1,1200,+1 Accuracy.,30,6400,[]
,,,,,,,,,,,,,,,----------------------------Vigor----------------------------
35,Vigor,cast_hp_regen,Magic/Buff,,600,0,party/single,1,1,1200,+10% HP regeneration.,40,12800,[]
,,,,,,,,,,,,,,,----------------------------Ward----------------------------
35,Ward,cast_def_mag,Magic/Buff,,600,0,party/single,1,1,1200,+10% M.Def.,40,12800,[]
,,,,,,,,,,,,,,,----------------------------Frenzy----------------------------
35,Frenzy,holy_frenzy,Magic/Buff,,600,0,party/single,1,1,1200,"−7% Max HP/MP, +5% offence and speed, +5 move, −5 evasion.",40,12800,[]
