LEARN @ LVL, NAME,SKILL_ID,TYPE,WEAPON,WEIGHT,RANGE,AOE,TARGET, CAST s,CD s,DURRATION s, DESCR,MP,SP COST,REPLACES,Race,Comment
70,Demonic Drain,demon_drain,Physical/Active,,,800,0,target/single,3,6,0,"Deals Physical damage with +3700 power and restores 60% of the dmg as HP;",70,390k,,Demon
72,Demonic Drain,demon_drain,Physical/Active,,,800,0,target/single,3,6,0,"Deals Physical damage with +3900 power and restores 60% of the dmg as HP;",75,650k,,Demon
74,Demonic Drain,demon_drain,Physical/Active,,,800,0,target/single,3,6,0,"Deals Physical damage with +4000 power and restores 60% of the dmg as HP;",78,880k,,Demon
,,,,,,,,,,,,,,,,---------------------------Demonic Pain----------------------------
15,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 1;",17,910,,Demon
20,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 1;",20,1.7k,,Demon
24,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 2;",23,3.2k,,Demon
28,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 2;",25,6k,,Demon
32,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 2;",30,11k,,Demon
36,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 2;",35,20k,,Demon
40,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 3;",36,28k,,Demon
43,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 3;",40,35k,,Demon
46,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 3;",43,40k,,Demon
49,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 4;",45,50k,,Demon
52,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 4;",47,74k,,Demon
55,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 5;",50,80k,,Demon
58,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 5;",55,88k,,Demon
60,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 6;",56,120k,,Demon
62,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 6;",58,170k,,Demon
64,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 7;",62,190k,,Demon
66,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 7;",65,280k,,Demon
68,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 8;",68,320k,,Demon
70,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 8;",70,390k,,Demon
72,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 9;",75,650k,,Demon
74,Demonic Pain,demon_pain,Physical/Active,,,40,0,target/single,2,10,15,"Inflicts bleed on target rank 9;",78,880k,,Demon
,,,,,,,,,,,,,,,,---------------------------Weapon Parry----------------------------
10,Weapon Parry,human_parry,Physical/Active,Sword|Blunt/2,,0,0,self/single,1,60,10,"Increase p.Res and m.Res with 5%;",15,910,,Human
20,Weapon Parry,human_parry,Physical/Active,Sword|Blunt/2,,0,0,self/single,1,60,10,"Increase p.Res and m.Res with 10%; Increase SPT/CON.Debuff Resist with 5%;",20,3.4k,,Human
40,Weapon Parry,human_parry,Physical/Active,Sword|Blunt/2,,0,0,self/single,1,60,10,"Increase p.Res and m.Res with 20%; Increase SPT/CON.Debuff Resist with 10%;",36,28k,,Human
60,Weapon Parry,human_parry,Physical/Active,Sword|Blunt/2,,0,0,self/single,1,60,10,"Increase p.Res and m.Res with 30%; Increase SPT/CON.Debuff Resist with 15%;",56,120k,,Human
70,Weapon Parry,human_parry,Physical/Active,Sword|Blunt/2,,0,0,self/single,1,60,10,"Increase p.Res and m.Res with 40%; Increase SPT/CON.Debuff Resist with 20%;",70,390k,,Human
,,,,,,,,,,,,,,,,----------------------------Relax----------------------------
15,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 1.0 % HP/s regen (cannot act, status is canceld on dmg taken);",0,1.5k,,Human
28,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 2.0 % HP and 1% MP regen (cannot act, status is canceld on dmg taken);",0,12k,,Human
40,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 2.5 % HP and 1% MP regen (cannot act, status is canceld on dmg taken);",0,28k,,Human
49,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 3.0 % HP and 1% MP regen (cannot act, status is canceld on dmg taken);",0,50k,,Human
58,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 3.5 % HP and 2% MP regen (cannot act, status is canceld on dmg taken);",0,88k,,Human
64,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 4.0 % HP and 2% MP regen (cannot act, status is canceld on dmg taken);",0,190k,,Human
70,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 4.5 % HP and 2% MP regen (cannot act, status is canceld on dmg taken);",0,390k,,Human
74,Relax,human_relaxation,Toggle,,,0,0,self/single,5,10,0,"Sit and relax: Gives 5.0 % HP and 3% MP regen (cannot act, status is canceld on dmg taken);",0,880k,,Human
,,,,,,,,,,,,,,,,----------------------------Grade Permission----------------------------
1,Grade F,grade_penalty,passive,,,0,0,self/single,0,0,0,"Allow the user to equip F grade; Auto-granted",0,0,[]
20,Grade E,grade_penalty,passive,,,0,0,self/single,0,0,0,"Allow the user to equip E grade; Auto-granted",0,0,[]
40,Grade D,grade_penalty,passive,,,0,0,self/single,0,0,0,"Allow the user to equip D grade; Auto-granted",0,0,[]
52,Grade C,grade_penalty,passive,,,0,0,self/single,0,0,0,"Allow the user to equip C grade; Auto-granted",0,0,[]
61,Grade B,grade_penalty,passive,,,0,0,self/single,0,0,0,"Allow the user to equip B grade; Auto-granted",0,0,[]
76,Grade A,grade_penalty,passive,,,0,0,self/single,0,0,0,"Allow the user to equip A grade; Auto-granted",0,0,[]
80,Grade S,grade_penalty,passive,,,0,0,self/single,0,0,0,"Allow the user to equip S grade; Auto-granted",0,0,[]
