521,Armor,Fighter,52,Light,202,Cast x1.15; WIT -1; INT -1; MaxMP +120; SPT +1;,[BUILT] supports oriented (set_light_t52_sup); authored MpReg/m.def became SPT +1
61,Armor,Fighter,61,Light,220,Vamp 5%; DEX +1; CON -1; CC Resist 0.4;,[BUILT] for mele fighters/rogues oriented
611,Armor,Fighter,61,Light,220,p.Atk x1.08; DEX +1; CON -1; CC Resist 0.4;,[BUILT] dmg oriented (set_light_t61_dmg)
76,Armor,Fighter,76,Light,249,p.atk x1.04; as x1.04; DEX +1; STR +1; CON -2; MaxMP +220; SPT +1; CC Resist 0.4;,[BUILT] authored MpReg x1.05 / m.def x1.05 became SPT +1
80,Armor,Fighter,80,Light,398,,[BUILT] S derived; set bonus NOT authored yet

# ---- ROBE bodies — set family "Arcanum". Robes carry inherent +MaxMP (last column).
1,Armor,Mage,1,Robe,49,,[BUILT] F rung,109
20,Armor,Mage,20,Robe,84,WIT +1; Speed +7,[BUILT],274
40,Armor,Mage,40,Robe,110,Cast x1.15,[BUILT] cast oriented,508
41,Armor,Mage,40,Robe,110,p.def x1.05; WIT +1,[BUILT] support oriented (set_robe_t40_sup),508
42,Armor,Mage,40,Robe,110,INT +4; WIT -1,[BUILT] nuke oriented (set_robe_t40_nuke),508
52,Armor,Mage,52,Robe,135,Cast x1.15; p.def x1.05; m.def x1.05,[BUILT],613
61,Armor,Mage,61,Robe,147,WIT +2; Speed +7; Cast x1.15; p.Def x1.08; SPT -1; CC Resist 0.4;,[BUILT] authored m.def/mpReg x0.95 became SPT -1,718
611,Armor,Mage,61,Robe,147,WIT +2; INT -1; Speed +7; m.def x1.05; mpReg x1.13; Stun/Fear Resist x1.7;,[NOT BUILT] the only authored body with no item — no set_robe_t61_* variant exists,718
76,Armor,Mage,76,Robe,166,WIT +2; INT +1; M.Atk x1.17; Speed +7; Cast x1.15; CC Resist 0.4;,[BUILT],866
80,Armor,Mage,80,Robe,266,,[BUILT] S derived; set bonus NOT authored yet,1386

# ---- WEIGHTLESS ACCESSORIES. One line per TIER, shared by all three weights (set_acc_t<level>):
#      the same Gauntlets/Greaves/Helm complete a Heavy, Light or Robe set. The per-variant rows of
#      the old file (401/402/403/521/611) were duplicates of the tier row and are collapsed here.
,Armor,,1,Gloves,15,,[BUILT] F rung
,Armor,,20,Gloves,29,,[BUILT]
,Armor,,40,Gloves,39,,[BUILT]
,Armor,,52,Gloves,44,,[BUILT]
,Armor,,61,Gloves,49,,[BUILT]
,Armor,,76,Gloves,55,,[BUILT]
,Armor,,80,Gloves,88,,[BUILT] S derived

,Armor,,1,Boots,15,,[BUILT] F rung
,Armor,,20,Boots,29,,[BUILT]
,Armor,,40,Boots,39,,[BUILT]
,Armor,,52,Boots,44,,[BUILT]
,Armor,,61,Boots,49,,[BUILT]
,Armor,,76,Boots,55,,[BUILT]
,Armor,,80,Boots,88,,[BUILT] S derived

,Armor,,1,Helmet,21,,[BUILT] F rung
,Armor,,20,Helmet,41,,[BUILT]
,Armor,,40,Helmet,58,,[BUILT]
,Armor,,52,Helmet,66,,[BUILT]
,Armor,,61,Helmet,73,,[BUILT]
,Armor,,76,Helmet,83,,[BUILT]
,Armor,,80,Helmet,133,,[BUILT] S derived

# ==================================================================================================
# WEAPONS. BOTH numbers of the pair are authored and BOTH ship: P -> AtkBonus, M -> MAtkBonus.
# One power stat (ATK) feeds both channels; the WEAPON decides the split. The old OffChannelFactor
# that reconstructed the discarded half is gone (1.0 both ways) — "a caster swinging a mace should
# not cast like a caster holding a wand" is a property of the CLASS, so it lives in a passive.
# Attack speed is blank = the type's default; only bows author one (they are the slow line).
# ==================================================================================================
,Weapon,Fighter,1,Sword,24/14,,[BUILT] F rung
,Weapon,Fighter,20,Sword,92/54,,[BUILT] no attributes below level 40
,Weapon,Fighter,40,Sword,156/83,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,52,Sword,194/99,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,61,Sword,232/114,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,76,Sword,281/132,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,80,Sword,450/211,,[BUILT] S derived,,see ATTRIBUTES: SWORD

,Weapon,Fighter,1,Sword2h,29/14,,[BUILT] F rung
,Weapon,Fighter,20,Sword2h,112/54,,[BUILT]
,Weapon,Fighter,40,Sword2h,190/83,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,52,Sword2h,236/99,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,61,Sword2h,282/114,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,76,Sword2h,342/132,,[BUILT],,see ATTRIBUTES: SWORD
,Weapon,Fighter,80,Sword2h,547/211,,[BUILT] S derived,,see ATTRIBUTES: SWORD

,Weapon,Fighter,1,Blunt,24/14,,[BUILT] F rung
,Weapon,Fighter,20,Blunt,92/54,,[BUILT] no attri
,Weapon,Fighter,40,Blunt,156/83,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,52,Blunt,194/99,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,61,Blunt,232/114,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,76,Blunt,281/132,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,80,Blunt,450/211,,[BUILT] S derived,,see ATTRIBUTES: BLUNT

,Weapon,Fighter,1,Blunt2h,29/14,,[BUILT] F rung
,Weapon,Fighter,20,Blunt2h,112/54,,[BUILT] no attri
,Weapon,Fighter,40,Blunt2h,190/83,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,52,Blunt2h,236/99,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,61,Blunt2h,282/114,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,76,Blunt2h,342/132,,[BUILT],,see ATTRIBUTES: BLUNT
,Weapon,Fighter,80,Blunt2h,547/211,,[BUILT] S derived,,see ATTRIBUTES: BLUNT

# Daggers are DUALs (WeaponType.Dual) — fast, lower per-hit.
,Weapon,Fighter,1,Duals,21/14,,[BUILT] F rung
,Weapon,Fighter,20,Duals,80/54,,[BUILT] no attri
,Weapon,Fighter,40,Duals,136/83,,[BUILT],,see ATTRIBUTES: DUAL
,Weapon,Fighter,52,Duals,170/99,,[BUILT],,see ATTRIBUTES: DUAL
,Weapon,Fighter,61,Duals,203/114,,[BUILT],,see ATTRIBUTES: DUAL
,Weapon,Fighter,76,Duals,271/132,,[BUILT],,see ATTRIBUTES: DUAL
,Weapon,Fighter,80,Duals,434/211,,[BUILT] S derived,,see ATTRIBUTES: DUAL

# Bows are the only weapon with a basic-attack RANGE (400 base) and the only one authoring an
# attack speed. slow = 293, very slow = 227. Only ONE bow per tier ships: the authored second
# level-40 bow (323/84 very slow) was never built, and 61 is the very-slow rung instead.
,Weapon,Fighter,1,Bow,50/14,,[BUILT] F rung; slow => as:293
,Weapon,Fighter,20,Bow,191/55,,[BUILT] slow => as:293; no attri
,Weapon,Fighter,40,Bow,316/84,,[BUILT] slow => as:293;,,see ATTRIBUTES: BOW
,Weapon,Fighter,40,Bow,323/84,,[NOT BUILT] very slow => as:227; the alternate 40 bow — no item exists,,see ATTRIBUTES: BOW
,Weapon,Fighter,52,Bow,400/99,,[BUILT] slow => as:293;,,see ATTRIBUTES: BOW
,Weapon,Fighter,61,Bow,528/114,,[BUILT] very slow => as:227;,,see ATTRIBUTES: BOW
,Weapon,Fighter,76,Bow,581/132,,[BUILT] slow => as:293;,,see ATTRIBUTES: BOW
,Weapon,Fighter,80,Bow,930/211,,[BUILT] S derived; slow => as:293,,see ATTRIBUTES: BOW

# Magic weapons carry NO weapon range (melee basic, tiny basic damage — the power is in spells).
# IsMagicWeapon, not WeaponType, is what makes an entity a caster: a wand is Blunt and a staff is
# TwoHandedBlunt, so the type alone cannot tell a wand from a mace.
,Weapon,Mage,1,Wand (1h sword/blunt),20/19,,[BUILT] F rung
,Weapon,Mage,20,Wand (1h sword/blunt),74/72,,[BUILT] one handed and less mAtk than two handed; the 76+ offhand support passive is NOT BUILT
,Weapon,Mage,40,Wand (1h sword/blunt),111/101,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,52,Wand (1h sword/blunt),140/122,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,61,Wand (1h sword/blunt),186/152,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,76,Wand (1h sword/blunt),225/175,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,80,Wand (1h sword/blunt),360/280,,[BUILT] S derived,,see ATTRIBUTES: MAGIC

,Weapon,Mage,1,Staff (2h blunt),24/21,,[BUILT] F rung
,Weapon,Mage,20,Staff (2h blunt),90/79,,[BUILT] no attri
,Weapon,Mage,40,Staff (2h blunt),135/111,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,52,Staff (2h blunt),189/145,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,61,Staff (2h blunt),226/167,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,76,Staff (2h blunt),274/193,,[BUILT],,see ATTRIBUTES: MAGIC
,Weapon,Mage,80,Staff (2h blunt),438/309,,[BUILT] S derived,,see ATTRIBUTES: MAGIC

# ==================================================================================================
# JEWELS. M.Def is the stat; jewels are the ONLY source of magic defence. Inherent +MP from 61.
# L2 layout: 1 necklace / 2 rings / 2 earrings. Jewels ROLL attributes (see ATTRIBUTES: JEWELS) —
# the old file left that column empty, which read as "jewels have none". They do.
# ==================================================================================================
,Jewel,-,1,Necklace,18,,[BUILT] F rung,0
,Jewel,-,20,Necklace,45,,[BUILT],0
,Jewel,-,40,Necklace,64,,[BUILT],0,see ATTRIBUTES: NECKLACE
,Jewel,-,52,Necklace,72,,[BUILT],0,see ATTRIBUTES: NECKLACE
,Jewel,-,61,Necklace,85,,[BUILT],33,see ATTRIBUTES: NECKLACE
,Jewel,-,76,Necklace,95,,[BUILT],42,see ATTRIBUTES: NECKLACE
,Jewel,-,80,Necklace,152,,[BUILT] S derived,67,see ATTRIBUTES: NECKLACE

,Jewel,-,1,Ring,9,,[BUILT] F rung,0
,Jewel,-,20,Ring,22,,[BUILT],0
,Jewel,-,40,Ring,32,,[BUILT],0,see ATTRIBUTES: RING
,Jewel,-,52,Ring,36,,[BUILT],0,see ATTRIBUTES: RING
,Jewel,-,61,Ring,42,,[BUILT],17,see ATTRIBUTES: RING
,Jewel,-,76,Ring,48,,[BUILT],21,see ATTRIBUTES: RING
,Jewel,-,80,Ring,77,,[BUILT] S derived,34,see ATTRIBUTES: RING

,Jewel,-,1,Earring,13,,[BUILT] F rung,0
,Jewel,-,20,Earring,34,,[BUILT],0
,Jewel,-,40,Earring,45,,[BUILT],0,see ATTRIBUTES: EARRING
,Jewel,-,52,Earring,54,,[BUILT],0,see ATTRIBUTES: EARRING
,Jewel,-,61,Earring,63,,[BUILT],25,see ATTRIBUTES: EARRING
,Jewel,-,76,Earring,71,,[BUILT],31,see ATTRIBUTES: EARRING
,Jewel,-,80,Earring,114,,[BUILT] S derived,50,see ATTRIBUTES: EARRING

# ==================================================================================================
# ATTRIBUTES — 🔴 THIS SECTION IS THE ONE REAL CORRECTION IN THIS PASS. READ IT.
#
# The old file wrote a RISING MAX per tier ("crit rate: max 5% at 40, max 10% at 52, max 15% at 61,
# max 20% at 76"). That is NOT what shipped, and it never was. What shipped is the inverse shape:
#
#     THE MAX IS FLAT ACROSS ALL FIVE TIERS. THE MINIMUM IS WHAT RAMPS.
#
# A D-grade sword and an S-grade sword can both roll +30% crit rate. What the grade buys is the
# FLOOR: at D the roll is 1..30, at S it is 30..30. So the grade removes bad luck rather than
# raising the ceiling. (AttributeCatalog.Line sets one max for all five entries; the ramp arrays
# RampFast/RampWide/... are the per-tier MINIMUM.) The owner may well have wanted the ceiling to
# climb — that is a design call, not a bug, and it is written down here so it can be made.
#
# Grade -> attribute tier: <40 = none at all | 40 = D | 52 = C | 61 = B | 76 = A | 80 = S.
# Armor rolls nothing at any grade. The MIN ramps, by name:
#     RampFast   1  5  7 10 15     (speeds)
#     RampWide   1  5 10 20 30
#     RampMAtk   1  3  5  7 10
#     RampHp     1  5 10 15 25     (note: A is 15, not 20)
#     RampCrit   1  5 10 20 35
#     RampJewel  1  2  3  4  5
#     RampFlat5  1  2  3  4  5     FLAT POINTS, not percent — accuracy/evasion only
#
# Line,Rolls,Min ramp D/C/B/A/S,Max (all tiers),Note
ATTRIBUTES: SWORD,Attack Speed %,1/5/7/10/15,15,
ATTRIBUTES: SWORD,Crit Rate %,1/5/10/20/30,30,
ATTRIBUTES: SWORD,Max HP %,1/5/10/15/25,25,
ATTRIBUTES: BLUNT,Attack Speed %,1/5/7/10/15,15,not in the old spec — blunt gained the speed line
ATTRIBUTES: BLUNT,Crit Damage %,1/5/10/20/35,35,
ATTRIBUTES: BLUNT,Max HP %,1/5/10/15/25,25,
ATTRIBUTES: DUAL,Evasion,1/2/3/4/5,5,FLAT POINTS. Was EvasionPercent cap 30 until 2026-08-07
ATTRIBUTES: DUAL,Crit Rate %,1/5/10/20/30,30,
ATTRIBUTES: DUAL,Crit Damage %,1/5/10/20/35,35,
ATTRIBUTES: BOW,Accuracy,1/2/3/4/5,5,FLAT POINTS. Was AccuracyPercent cap 30 until 2026-08-07 (0.53.2)
ATTRIBUTES: BOW,Crit Rate %,1/5/10/20/30,30,
ATTRIBUTES: BOW,Crit Damage %,1/5/10/20/35,35,
ATTRIBUTES: MAGIC,Cast Speed %,1/5/7/10/15,15,wand AND staff — the pool is keyed on IsMagicWeapon
ATTRIBUTES: MAGIC,M.Atk %,1/3/5/7/10,10,
ATTRIBUTES: MAGIC,Max MP %,1/5/10/20/30,30,the old spec said "mcrit rate" here — mcrit is NOT rollable
ATTRIBUTES: RING,HP Regen %,1/2/3/4/5,5,
ATTRIBUTES: RING,MP Regen %,1/2/3/4/5,5,
ATTRIBUTES: EARRING,Max HP %,1/2/3/4/5,5,
ATTRIBUTES: EARRING,Max MP %,1/2/3/4/5,5,
ATTRIBUTES: NECKLACE,P.Atk %,1/2/3/4/5,5,
ATTRIBUTES: NECKLACE,M.Atk %,1/2/3/4/5,5,
#
# 🔴 OPEN, NEEDS A RULING — accuracy and evasion are NOT symmetric, even now that both roll flat 5.
#    miss = clamp(5% + (eva - acc), floor, 95%). Evasion is additive against the 5% base from its
#    very first point. Accuracy can only claw back what sits above BOTH that base and the
#    defender's own evade FLOOR — so against a rogue's 10% floor, +5 accuracy buys literally
#    nothing until you already out-evade him by 10+, and against mobs a rogue is pinned at the 95%
#    hit cap bare anyway. The +5 is the right SIZE; the floor is what makes it worth zero.
#    (BalanceMatrix E1b measures this. Same finding as the 0.53.2 changelog entry.)
#
# 🔴 STILL OPEN from the owner's original note (2026-07-03), unchanged:
#    "we need to rework a bit the attri system .. not grade increases the count ... but one
#     attribute each time and only increases max .. but thats later for testing"
#    Today an item rolls its lines from the pool by grade band; the count is not per-grade.
# ==================================================================================================
